worker id,subset,true rank,noisy rank
0,"[24, 46, 47]","[46, 47, 24]","[47, 46, 24]"
0,"[0, 6, 59]","[59, 0, 6]","[59, 6, 0]"
0,"[4, 15, 39]","[4, 15, 39]","[39, 15, 4]"
0,"[38, 41, 55]","[55, 38, 41]","[41, 55, 38]"
0,"[2, 7, 51]","[7, 51, 2]","[51, 2, 7]"
0,"[22, 25, 27]","[25, 27, 22]","[22, 27, 25]"
0,"[28, 29, 58]","[29, 28, 58]","[28, 58, 29]"
0,"[0, 18, 59]","[59, 0, 18]","[59, 0, 18]"
0,"[37, 50, 52]","[50, 52, 37]","[52, 37, 50]"
0,"[20, 34, 36]","[34, 36, 20]","[34, 36, 20]"
0,"[3, 10, 18]","[10, 18, 3]","[10, 3, 18]"
0,"[15, 16, 47]","[16, 15, 47]","[15, 47, 16]"
0,"[33, 55, 59]","[55, 33, 59]","[59, 33, 55]"
0,"[36, 50, 59]","[36, 50, 59]","[36, 59, 50]"
0,"[6, 8, 40]","[40, 8, 6]","[6, 8, 40]"
0,"[9, 40, 47]","[9, 40, 47]","[9, 40, 47]"
0,"[33, 34, 52]","[34, 33, 52]","[33, 34, 52]"
0,"[11, 43, 46]","[46, 11, 43]","[43, 11, 46]"
0,"[5, 18, 30]","[5, 18, 30]","[5, 30, 18]"
0,"[2, 26, 33]","[33, 2, 26]","[33, 2, 26]"
0,"[43, 44, 58]","[44, 43, 58]","[58, 44, 43]"
0,"[18, 47, 56]","[56, 47, 18]","[18, 47, 56]"
0,"[11, 34, 39]","[34, 39, 11]","[39, 11, 34]"
0,"[35, 53, 59]","[59, 53, 35]","[59, 53, 35]"
0,"[4, 29, 59]","[4, 29, 59]","[4, 59, 29]"
0,"[10, 18, 40]","[40, 10, 18]","[10, 40, 18]"
0,"[3, 41, 43]","[3, 41, 43]","[3, 41, 43]"
0,"[18, 23, 58]","[23, 18, 58]","[58, 18, 23]"
0,"[27, 35, 54]","[54, 27, 35]","[27, 54, 35]"
0,"[16, 53, 54]","[16, 54, 53]","[53, 54, 16]"
0,"[4, 7, 59]","[4, 7, 59]","[7, 4, 59]"
0,"[37, 39, 59]","[59, 39, 37]","[59, 37, 39]"
0,"[9, 15, 40]","[9, 15, 40]","[40, 15, 9]"
0,"[1, 6, 41]","[1, 6, 41]","[1, 41, 6]"
0,"[29, 40, 47]","[29, 40, 47]","[40, 47, 29]"
0,"[3, 15, 34]","[34, 15, 3]","[34, 3, 15]"
0,"[29, 46, 56]","[29, 56, 46]","[29, 46, 56]"
0,"[10, 15, 29]","[29, 15, 10]","[29, 10, 15]"
0,"[28, 38, 46]","[28, 46, 38]","[28, 38, 46]"
0,"[25, 35, 45]","[45, 25, 35]","[25, 45, 35]"
0,"[3, 52, 58]","[52, 3, 58]","[52, 58, 3]"
1,"[27, 30, 45]","[45, 27, 30]","[27, 45, 30]"
1,"[8, 48, 56]","[48, 56, 8]","[48, 56, 8]"
1,"[16, 24, 50]","[16, 50, 24]","[24, 50, 16]"
1,"[23, 32, 37]","[23, 32, 37]","[37, 32, 23]"
1,"[44, 50, 59]","[50, 44, 59]","[44, 50, 59]"
1,"[19, 26, 47]","[19, 47, 26]","[47, 19, 26]"
1,"[7, 26, 58]","[7, 26, 58]","[58, 7, 26]"
1,"[12, 23, 53]","[23, 53, 12]","[12, 23, 53]"
1,"[1, 3, 44]","[1, 44, 3]","[44, 1, 3]"
1,"[6, 28, 58]","[28, 6, 58]","[28, 58, 6]"
1,"[5, 17, 42]","[17, 5, 42]","[17, 42, 5]"
1,"[9, 16, 42]","[16, 9, 42]","[16, 42, 9]"
1,"[17, 24, 30]","[17, 30, 24]","[30, 17, 24]"
1,"[26, 36, 46]","[36, 46, 26]","[36, 26, 46]"
1,"[25, 44, 54]","[44, 54, 25]","[54, 44, 25]"
1,"[27, 30, 51]","[51, 27, 30]","[27, 30, 51]"
1,"[26, 37, 46]","[46, 26, 37]","[26, 46, 37]"
1,"[15, 34, 47]","[34, 15, 47]","[34, 47, 15]"
1,"[30, 33, 40]","[40, 33, 30]","[30, 33, 40]"
1,"[3, 8, 43]","[8, 3, 43]","[43, 8, 3]"
1,"[4, 40, 45]","[4, 40, 45]","[45, 40, 4]"
1,"[11, 32, 48]","[48, 32, 11]","[48, 11, 32]"
1,"[4, 13, 27]","[4, 13, 27]","[4, 27, 13]"
1,"[49, 52, 58]","[52, 49, 58]","[52, 49, 58]"
1,"[16, 35, 55]","[16, 55, 35]","[16, 55, 35]"
1,"[14, 37, 43]","[14, 43, 37]","[14, 43, 37]"
1,"[16, 28, 57]","[16, 28, 57]","[57, 28, 16]"
1,"[37, 48, 49]","[48, 49, 37]","[48, 49, 37]"
1,"[2, 8, 51]","[51, 2, 8]","[51, 8, 2]"
1,"[25, 47, 51]","[51, 47, 25]","[51, 47, 25]"
1,"[1, 29, 51]","[29, 51, 1]","[1, 29, 51]"
1,"[49, 53, 56]","[56, 53, 49]","[49, 53, 56]"
1,"[4, 16, 38]","[4, 16, 38]","[4, 16, 38]"
1,"[12, 44, 52]","[52, 44, 12]","[52, 44, 12]"
1,"[3, 18, 46]","[46, 18, 3]","[18, 46, 3]"
1,"[8, 9, 22]","[9, 8, 22]","[8, 22, 9]"
1,"[1, 40, 44]","[40, 1, 44]","[1, 44, 40]"
1,"[0, 22, 29]","[29, 0, 22]","[22, 0, 29]"
1,"[24, 32, 36]","[36, 32, 24]","[36, 32, 24]"
1,"[22, 36, 45]","[36, 45, 22]","[36, 45, 22]"
1,"[9, 29, 38]","[29, 9, 38]","[38, 9, 29]"
1,"[18, 37, 50]","[50, 18, 37]","[50, 37, 18]"
1,"[15, 20, 57]","[15, 20, 57]","[15, 20, 57]"
1,"[11, 44, 59]","[44, 59, 11]","[44, 11, 59]"
1,"[8, 15, 18]","[15, 8, 18]","[15, 18, 8]"
1,"[14, 45, 54]","[45, 54, 14]","[45, 14, 54]"
1,"[7, 44, 59]","[7, 44, 59]","[59, 44, 7]"
1,"[24, 28, 39]","[28, 39, 24]","[28, 24, 39]"
1,"[12, 27, 34]","[34, 27, 12]","[12, 27, 34]"
1,"[21, 33, 42]","[33, 42, 21]","[33, 21, 42]"
1,"[8, 21, 33]","[33, 8, 21]","[33, 8, 21]"
1,"[11, 17, 24]","[17, 11, 24]","[17, 11, 24]"
1,"[18, 41, 55]","[55, 18, 41]","[55, 18, 41]"
1,"[46, 52, 56]","[56, 46, 52]","[56, 46, 52]"
1,"[40, 42, 44]","[40, 44, 42]","[42, 44, 40]"
1,"[41, 53, 57]","[57, 53, 41]","[41, 53, 57]"
1,"[4, 5, 32]","[4, 5, 32]","[32, 5, 4]"
1,"[7, 12, 15]","[7, 15, 12]","[12, 7, 15]"
1,"[15, 46, 57]","[15, 46, 57]","[15, 46, 57]"
1,"[31, 44, 46]","[46, 44, 31]","[31, 44, 46]"
1,"[5, 29, 56]","[29, 56, 5]","[29, 5, 56]"
1,"[17, 37, 50]","[17, 50, 37]","[50, 17, 37]"
1,"[41, 43, 56]","[56, 41, 43]","[56, 41, 43]"
1,"[13, 22, 55]","[55, 13, 22]","[22, 55, 13]"
1,"[23, 33, 58]","[33, 23, 58]","[58, 23, 33]"
1,"[36, 41, 47]","[36, 47, 41]","[36, 47, 41]"
1,"[8, 18, 30]","[8, 18, 30]","[30, 18, 8]"
1,"[12, 54, 56]","[56, 54, 12]","[56, 54, 12]"
1,"[38, 44, 48]","[48, 44, 38]","[38, 48, 44]"
1,"[22, 37, 58]","[37, 58, 22]","[58, 37, 22]"
1,"[1, 29, 41]","[29, 1, 41]","[29, 1, 41]"
1,"[28, 35, 58]","[28, 58, 35]","[35, 58, 28]"
1,"[29, 44, 53]","[29, 44, 53]","[29, 44, 53]"
1,"[12, 27, 54]","[54, 27, 12]","[27, 54, 12]"
1,"[17, 26, 45]","[17, 45, 26]","[45, 17, 26]"
1,"[13, 15, 50]","[50, 15, 13]","[13, 15, 50]"
1,"[13, 43, 47]","[13, 47, 43]","[43, 47, 13]"
1,"[21, 45, 56]","[56, 45, 21]","[21, 45, 56]"
1,"[7, 26, 27]","[7, 27, 26]","[27, 7, 26]"
1,"[7, 27, 46]","[7, 46, 27]","[27, 7, 46]"
1,"[8, 33, 59]","[33, 59, 8]","[33, 59, 8]"
1,"[33, 36, 45]","[36, 33, 45]","[33, 36, 45]"
1,"[5, 10, 43]","[5, 10, 43]","[43, 5, 10]"
1,"[16, 20, 46]","[16, 20, 46]","[16, 46, 20]"
1,"[4, 31, 53]","[4, 53, 31]","[4, 53, 31]"
1,"[31, 46, 58]","[46, 31, 58]","[46, 58, 31]"
1,"[33, 36, 48]","[48, 36, 33]","[48, 33, 36]"
1,"[10, 20, 40]","[40, 20, 10]","[10, 20, 40]"
1,"[0, 9, 34]","[34, 9, 0]","[0, 9, 34]"
1,"[8, 30, 39]","[39, 8, 30]","[8, 30, 39]"
1,"[40, 42, 59]","[40, 59, 42]","[59, 40, 42]"
1,"[0, 2, 7]","[7, 2, 0]","[7, 2, 0]"
1,"[11, 37, 43]","[11, 43, 37]","[43, 11, 37]"
1,"[26, 57, 58]","[57, 26, 58]","[26, 58, 57]"
1,"[12, 20, 46]","[20, 46, 12]","[20, 12, 46]"
1,"[22, 49, 56]","[56, 49, 22]","[22, 49, 56]"
1,"[5, 6, 38]","[5, 38, 6]","[38, 5, 6]"
1,"[5, 35, 54]","[5, 54, 35]","[5, 54, 35]"
1,"[15, 38, 45]","[15, 45, 38]","[45, 38, 15]"
1,"[5, 44, 47]","[5, 44, 47]","[47, 44, 5]"
2,"[6, 15, 48]","[48, 15, 6]","[48, 15, 6]"
2,"[5, 26, 47]","[5, 47, 26]","[5, 47, 26]"
2,"[42, 47, 59]","[59, 47, 42]","[47, 59, 42]"
2,"[3, 16, 32]","[16, 32, 3]","[32, 3, 16]"
2,"[15, 17, 33]","[17, 15, 33]","[17, 15, 33]"
2,"[25, 40, 59]","[40, 59, 25]","[59, 40, 25]"
2,"[12, 37, 56]","[56, 12, 37]","[56, 37, 12]"
2,"[22, 23, 39]","[39, 23, 22]","[39, 23, 22]"
2,"[19, 20, 34]","[34, 19, 20]","[34, 20, 19]"
2,"[46, 51, 58]","[51, 46, 58]","[46, 58, 51]"
2,"[13, 52, 54]","[13, 52, 54]","[52, 13, 54]"
2,"[6, 40, 41]","[40, 6, 41]","[40, 6, 41]"
2,"[11, 26, 55]","[55, 11, 26]","[55, 11, 26]"
2,"[29, 39, 50]","[29, 50, 39]","[50, 29, 39]"
2,"[23, 26, 35]","[23, 26, 35]","[26, 23, 35]"
2,"[27, 34, 51]","[34, 51, 27]","[34, 27, 51]"
2,"[26, 28, 52]","[28, 52, 26]","[28, 52, 26]"
2,"[26, 29, 48]","[48, 29, 26]","[26, 48, 29]"
2,"[20, 36, 46]","[36, 20, 46]","[20, 36, 46]"
2,"[6, 12, 15]","[15, 6, 12]","[6, 12, 15]"
2,"[30, 34, 41]","[34, 30, 41]","[30, 41, 34]"
2,"[18, 50, 52]","[50, 52, 18]","[18, 52, 50]"
2,"[40, 47, 57]","[40, 47, 57]","[57, 40, 47]"
2,"[24, 44, 46]","[46, 44, 24]","[44, 24, 46]"
2,"[10, 29, 56]","[29, 56, 10]","[56, 29, 10]"
2,"[6, 9, 35]","[9, 6, 35]","[9, 35, 6]"
2,"[22, 49, 58]","[49, 58, 22]","[22, 58, 49]"
2,"[26, 29, 31]","[29, 31, 26]","[29, 31, 26]"
2,"[26, 29, 36]","[36, 29, 26]","[29, 26, 36]"
2,"[3, 34, 43]","[34, 3, 43]","[34, 3, 43]"
2,"[11, 29, 32]","[29, 32, 11]","[29, 32, 11]"
2,"[6, 13, 41]","[13, 6, 41]","[6, 13, 41]"
2,"[2, 5, 46]","[5, 46, 2]","[46, 5, 2]"
2,"[14, 47, 53]","[47, 14, 53]","[47, 53, 14]"
2,"[1, 17, 28]","[17, 1, 28]","[17, 1, 28]"
2,"[6, 29, 47]","[29, 47, 6]","[6, 47, 29]"
2,"[21, 29, 57]","[29, 57, 21]","[29, 21, 57]"
2,"[2, 14, 18]","[2, 14, 18]","[2, 14, 18]"
2,"[21, 46, 57]","[46, 57, 21]","[46, 57, 21]"
2,"[0, 8, 51]","[51, 8, 0]","[8, 0, 51]"
2,"[25, 44, 46]","[46, 44, 25]","[44, 46, 25]"
2,"[0, 17, 35]","[17, 0, 35]","[17, 35, 0]"
2,"[17, 27, 56]","[17, 56, 27]","[27, 56, 17]"
2,"[12, 33, 57]","[33, 57, 12]","[57, 33, 12]"
2,"[3, 40, 50]","[50, 40, 3]","[40, 50, 3]"
2,"[6, 26, 40]","[40, 6, 26]","[40, 26, 6]"
2,"[14, 51, 53]","[51, 14, 53]","[14, 51, 53]"
2,"[3, 45, 58]","[45, 3, 58]","[3, 45, 58]"
2,"[5, 6, 55]","[55, 5, 6]","[55, 5, 6]"
2,"[2, 23, 36]","[36, 2, 23]","[36, 23, 2]"
2,"[34, 47, 53]","[34, 47, 53]","[53, 34, 47]"
2,"[31, 34, 47]","[34, 47, 31]","[31, 34, 47]"
2,"[22, 48, 57]","[48, 57, 22]","[48, 57, 22]"
2,"[2, 47, 56]","[56, 2, 47]","[56, 2, 47]"
2,"[7, 33, 36]","[36, 7, 33]","[7, 36, 33]"
2,"[11, 28, 32]","[28, 32, 11]","[32, 11, 28]"
2,"[6, 29, 35]","[29, 6, 35]","[35, 29, 6]"
2,"[40, 48, 52]","[48, 40, 52]","[40, 52, 48]"
2,"[11, 15, 24]","[15, 11, 24]","[15, 24, 11]"
2,"[7, 31, 47]","[7, 47, 31]","[7, 47, 31]"
2,"[8, 38, 55]","[55, 8, 38]","[38, 55, 8]"
2,"[21, 35, 37]","[37, 21, 35]","[37, 21, 35]"
2,"[5, 36, 43]","[36, 5, 43]","[36, 43, 5]"
2,"[31, 34, 37]","[34, 31, 37]","[34, 37, 31]"
2,"[17, 42, 52]","[17, 52, 42]","[17, 42, 52]"
2,"[8, 23, 54]","[54, 8, 23]","[8, 23, 54]"
2,"[1, 50, 56]","[56, 50, 1]","[56, 1, 50]"
2,"[22, 42, 58]","[42, 58, 22]","[42, 58, 22]"
2,"[11, 15, 34]","[34, 15, 11]","[11, 34, 15]"
2,"[17, 39, 51]","[17, 51, 39]","[17, 51, 39]"
2,"[0, 9, 10]","[9, 10, 0]","[10, 0, 9]"
2,"[4, 29, 39]","[4, 29, 39]","[39, 29, 4]"
2,"[12, 26, 43]","[12, 26, 43]","[12, 43, 26]"
2,"[6, 11, 15]","[15, 11, 6]","[11, 6, 15]"
2,"[26, 48, 58]","[48, 26, 58]","[48, 26, 58]"
2,"[0, 39, 47]","[47, 39, 0]","[47, 0, 39]"
2,"[31, 53, 57]","[57, 53, 31]","[53, 31, 57]"
2,"[13, 14, 41]","[13, 14, 41]","[14, 41, 13]"
2,"[9, 38, 43]","[9, 38, 43]","[9, 43, 38]"
2,"[17, 31, 40]","[17, 40, 31]","[40, 17, 31]"
2,"[10, 52, 53]","[52, 10, 53]","[10, 53, 52]"
2,"[21, 27, 29]","[29, 27, 21]","[21, 27, 29]"
2,"[13, 27, 28]","[28, 13, 27]","[13, 27, 28]"
2,"[36, 39, 46]","[36, 46, 39]","[36, 39, 46]"
2,"[3, 13, 57]","[13, 57, 3]","[13, 57, 3]"
2,"[38, 43, 53]","[53, 38, 43]","[38, 43, 53]"
2,"[0, 1, 5]","[5, 1, 0]","[0, 1, 5]"
2,"[8, 10, 55]","[55, 8, 10]","[10, 55, 8]"
2,"[17, 25, 32]","[17, 25, 32]","[25, 32, 17]"
2,"[51, 57, 59]","[51, 59, 57]","[57, 59, 51]"
2,"[14, 19, 49]","[19, 14, 49]","[19, 49, 14]"
2,"[13, 24, 25]","[13, 25, 24]","[25, 24, 13]"
2,"[9, 10, 19]","[19, 9, 10]","[10, 9, 19]"
2,"[5, 9, 59]","[9, 5, 59]","[9, 59, 5]"
2,"[13, 36, 56]","[36, 56, 13]","[13, 36, 56]"
2,"[14, 31, 59]","[59, 14, 31]","[59, 14, 31]"
2,"[38, 50, 52]","[50, 52, 38]","[50, 52, 38]"
2,"[20, 38, 47]","[20, 47, 38]","[38, 20, 47]"
2,"[17, 39, 55]","[17, 55, 39]","[17, 55, 39]"
2,"[9, 15, 57]","[9, 15, 57]","[15, 57, 9]"
3,"[5, 10, 47]","[5, 47, 10]","[10, 5, 47]"
3,"[34, 46, 51]","[34, 51, 46]","[46, 34, 51]"
3,"[19, 25, 37]","[19, 25, 37]","[37, 25, 19]"
3,"[9, 40, 44]","[9, 40, 44]","[9, 40, 44]"
3,"[23, 26, 53]","[23, 53, 26]","[26, 23, 53]"
3,"[24, 35, 39]","[39, 24, 35]","[24, 39, 35]"
3,"[43, 47, 56]","[56, 47, 43]","[56, 43, 47]"
3,"[37, 38, 41]","[38, 41, 37]","[41, 38, 37]"
3,"[0, 4, 54]","[4, 54, 0]","[54, 4, 0]"
3,"[8, 17, 18]","[17, 8, 18]","[17, 18, 8]"
3,"[14, 34, 38]","[34, 14, 38]","[38, 34, 14]"
3,"[1, 27, 44]","[1, 44, 27]","[27, 44, 1]"
3,"[15, 22, 30]","[15, 30, 22]","[30, 15, 22]"
3,"[30, 38, 55]","[55, 38, 30]","[55, 30, 38]"
3,"[14, 35, 37]","[14, 37, 35]","[14, 35, 37]"
3,"[17, 43, 59]","[17, 59, 43]","[59, 43, 17]"
3,"[22, 48, 50]","[48, 50, 22]","[48, 50, 22]"
3,"[13, 39, 49]","[13, 39, 49]","[13, 49, 39]"
3,"[19, 44, 55]","[19, 55, 44]","[19, 44, 55]"
3,"[5, 35, 50]","[50, 5, 35]","[5, 35, 50]"
3,"[23, 28, 52]","[28, 52, 23]","[28, 23, 52]"
3,"[17, 40, 47]","[17, 40, 47]","[17, 47, 40]"
3,"[8, 16, 31]","[16, 8, 31]","[31, 8, 16]"
3,"[7, 23, 36]","[36, 7, 23]","[36, 23, 7]"
3,"[2, 10, 46]","[46, 2, 10]","[2, 46, 10]"
3,"[19, 34, 43]","[34, 19, 43]","[34, 19, 43]"
3,"[12, 15, 27]","[15, 27, 12]","[12, 15, 27]"
3,"[9, 52, 57]","[9, 52, 57]","[9, 52, 57]"
3,"[30, 35, 56]","[56, 30, 35]","[56, 35, 30]"
3,"[20, 45, 47]","[45, 20, 47]","[45, 20, 47]"
3,"[3, 21, 31]","[31, 3, 21]","[31, 3, 21]"
3,"[11, 12, 42]","[11, 12, 42]","[12, 11, 42]"
3,"[3, 7, 28]","[7, 28, 3]","[28, 7, 3]"
3,"[18, 28, 50]","[50, 28, 18]","[18, 50, 28]"
3,"[1, 41, 54]","[1, 54, 41]","[1, 54, 41]"
3,"[31, 42, 55]","[55, 31, 42]","[42, 31, 55]"
3,"[17, 37, 40]","[17, 40, 37]","[40, 17, 37]"
3,"[5, 34, 40]","[34, 5, 40]","[40, 5, 34]"
3,"[3, 18, 30]","[18, 30, 3]","[3, 30, 18]"
3,"[2, 11, 29]","[29, 2, 11]","[2, 11, 29]"
3,"[28, 53, 58]","[28, 53, 58]","[58, 53, 28]"
3,"[23, 29, 44]","[29, 44, 23]","[23, 29, 44]"
3,"[8, 31, 35]","[8, 31, 35]","[31, 35, 8]"
3,"[23, 40, 42]","[40, 23, 42]","[23, 42, 40]"
3,"[4, 17, 53]","[4, 17, 53]","[17, 53, 4]"
3,"[20, 42, 59]","[20, 59, 42]","[42, 20, 59]"
3,"[3, 5, 17]","[17, 5, 3]","[3, 5, 17]"
3,"[33, 50, 53]","[50, 33, 53]","[53, 33, 50]"
3,"[0, 2, 55]","[55, 2, 0]","[0, 2, 55]"
3,"[7, 43, 48]","[48, 7, 43]","[48, 7, 43]"
3,"[14, 33, 40]","[40, 33, 14]","[14, 33, 40]"
3,"[15, 19, 24]","[19, 15, 24]","[15, 24, 19]"
3,"[18, 26, 32]","[32, 18, 26]","[32, 26, 18]"
3,"[6, 33, 41]","[33, 6, 41]","[6, 41, 33]"
3,"[18, 23, 54]","[54, 23, 18]","[18, 23, 54]"
3,"[5, 6, 10]","[5, 10, 6]","[6, 5, 10]"
3,"[23, 32, 52]","[52, 23, 32]","[23, 52, 32]"
3,"[11, 19, 59]","[19, 59, 11]","[19, 11, 59]"
3,"[14, 25, 50]","[50, 25, 14]","[14, 50, 25]"
3,"[16, 20, 21]","[16, 20, 21]","[21, 20, 16]"
3,"[31, 36, 39]","[36, 39, 31]","[36, 31, 39]"
3,"[7, 24, 46]","[7, 46, 24]","[46, 24, 7]"
3,"[3, 52, 55]","[55, 52, 3]","[55, 3, 52]"
3,"[8, 32, 37]","[8, 32, 37]","[8, 32, 37]"
3,"[3, 13, 51]","[51, 13, 3]","[3, 51, 13]"
3,"[10, 46, 51]","[51, 46, 10]","[46, 51, 10]"
3,"[17, 22, 31]","[17, 31, 22]","[31, 17, 22]"
3,"[3, 6, 24]","[6, 3, 24]","[3, 6, 24]"
3,"[7, 13, 37]","[7, 13, 37]","[7, 37, 13]"
3,"[8, 15, 23]","[15, 8, 23]","[8, 23, 15]"
3,"[18, 32, 51]","[51, 32, 18]","[18, 51, 32]"
3,"[24, 29, 44]","[29, 44, 24]","[29, 44, 24]"
3,"[16, 30, 32]","[16, 32, 30]","[30, 32, 16]"
3,"[5, 25, 52]","[5, 52, 25]","[25, 5, 52]"
3,"[8, 28, 56]","[56, 28, 8]","[28, 56, 8]"
3,"[13, 19, 46]","[19, 13, 46]","[19, 46, 13]"
3,"[10, 27, 33]","[33, 10, 27]","[33, 27, 10]"
3,"[41, 47, 50]","[50, 47, 41]","[50, 47, 41]"
3,"[10, 30, 33]","[33, 10, 30]","[30, 33, 10]"
3,"[18, 30, 40]","[40, 18, 30]","[40, 18, 30]"
3,"[20, 35, 46]","[20, 46, 35]","[35, 20, 46]"
3,"[1, 14, 32]","[1, 32, 14]","[1, 32, 14]"
3,"[7, 23, 37]","[7, 23, 37]","[37, 23, 7]"
3,"[8, 21, 22]","[8, 22, 21]","[22, 8, 21]"
3,"[4, 17, 39]","[4, 17, 39]","[4, 39, 17]"
3,"[6, 50, 57]","[50, 57, 6]","[6, 57, 50]"
3,"[2, 6, 41]","[2, 6, 41]","[2, 41, 6]"
3,"[16, 23, 51]","[16, 51, 23]","[51, 23, 16]"
3,"[18, 38, 44]","[44, 38, 18]","[38, 44, 18]"
3,"[24, 28, 39]","[28, 39, 24]","[28, 39, 24]"
3,"[0, 31, 40]","[40, 0, 31]","[0, 40, 31]"
3,"[25, 26, 34]","[34, 25, 26]","[34, 25, 26]"
3,"[6, 16, 34]","[16, 34, 6]","[16, 34, 6]"
3,"[12, 32, 58]","[32, 12, 58]","[32, 58, 12]"
3,"[0, 36, 37]","[36, 0, 37]","[0, 36, 37]"
3,"[3, 8, 51]","[51, 8, 3]","[51, 8, 3]"
3,"[12, 52, 56]","[56, 52, 12]","[56, 52, 12]"
3,"[24, 32, 42]","[32, 24, 42]","[24, 42, 32]"
3,"[8, 15, 26]","[15, 8, 26]","[15, 26, 8]"
3,"[21, 38, 57]","[57, 38, 21]","[38, 57, 21]"
4,"[42, 52, 55]","[55, 52, 42]","[52, 55, 42]"
4,"[4, 56, 57]","[4, 56, 57]","[57, 56, 4]"
4,"[16, 22, 37]","[16, 37, 22]","[22, 37, 16]"
4,"[10, 39, 52]","[52, 39, 10]","[39, 52, 10]"
4,"[3, 19, 53]","[19, 53, 3]","[19, 53, 3]"
4,"[8, 24, 47]","[47, 8, 24]","[8, 47, 24]"
4,"[21, 43, 53]","[53, 43, 21]","[43, 21, 53]"
4,"[10, 34, 53]","[34, 10, 53]","[53, 34, 10]"
4,"[17, 24, 41]","[17, 24, 41]","[24, 17, 41]"
4,"[5, 8, 38]","[5, 8, 38]","[8, 5, 38]"
